"Created container init-copy-binaries","Created","Pod","rook-ceph-csi-detect-version-5vqr8","rook-ceph","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:31:40"
"Started container init-copy-binaries","Started","Pod","rook-ceph-csi-detect-version-5vqr8","rook-ceph","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:31:40"
"Container image ""quay.io/cephcsi/cephcsi:v3.12.0"" already present on machine","Pulled","Pod","rook-ceph-csi-detect-version-5vqr8","rook-ceph","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:31:41"
"Created container cmd-reporter","Created","Pod","rook-ceph-csi-detect-version-5vqr8","rook-ceph","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:31:41"
"Started container cmd-reporter","Started","Pod","rook-ceph-csi-detect-version-5vqr8","rook-ceph","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:31:41"
"Stopping container k8s-metacollector","Killing","Pod","falco-k8s-metacollector-845595f65d-f4h7r","observability","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:35:30"
"Stopping container falco","Killing","Pod","falco-wv4hm","observability","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:35:30"
"Stopping container falco","Killing","Pod","falco-zzxv4","observability","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:35:30"
"Stopping container falcoctl-artifact-follow","Killing","Pod","falco-wv4hm","observability","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:35:30"
"Stopping container falco","Killing","Pod","falco-nvr4q","observability","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:35:30"
"Stopping container falcoctl-artifact-follow","Killing","Pod","falco-zzxv4","observability","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:35:30"
"Stopping container falcoctl-artifact-follow","Killing","Pod","falco-nvr4q","observability","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:35:30"
"Container image ""ghcr.io/open-telemetry/demo:2.0.1-recommendation"" already present on machine","Pulled","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:41:53"
"Created container recommendation","Created","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:41:53"
"Started container recommendation","Started","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:41:53"
"Container image ""ghcr.io/open-telemetry/demo:2.0.1-recommendation"" already present on machine","Pulled","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:41:53"
"Created container recommendation","Created","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:41:53"
"Started container recommendation","Started","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:41:53"
"Container image ""ghcr.io/open-telemetry/demo:2.0.1-recommendation"" already present on machine","Pulled","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:41:53"
"Created container recommendation","Created","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:41:53"
"Started container recommendation","Started","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:41:53"
"Container image ""ghcr.io/open-telemetry/demo:2.0.1-recommendation"" already present on machine","Pulled","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:41:53"
"Created container recommendation","Created","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:41:53"
"Started container recommendation","Started","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:41:53"
"Container image ""ghcr.io/open-telemetry/demo:2.0.1-recommendation"" already present on machine","Pulled","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:41:53"
"Container image ""ghcr.io/open-telemetry/demo:2.0.1-recommendation"" already present on machine","Pulled","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:41:53"
"Container image ""ghcr.io/open-telemetry/demo:2.0.1-recommendation"" already present on machine","Pulled","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Normal","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:41:53"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
"Back-off restarting failed container recommendation in pod recommendation-54ddfdfcff-fwkfv_demo(7e587d65-7304-45ff-86dc-6976241798e4)","BackOff","Pod","recommendation-54ddfdfcff-fwkfv","demo","kubelet","Warning","a27c32fe-f4b1-47eb-90ff-922a0647c78b","2025-06-17 21:42:39"
